8007,ENSG00000182004,"small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11161"" class=""constant"">HGNC:11161</a>]",SNRPE,P62304,Protein coding
8008,ENSG00000236430,"keratin 8 pseudogene 29 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33381"" class=""constant"">HGNC:33381</a>]",KRT8P29,,Processed pseudogene
8009,ENSG00000143842,"SRY-box transcription factor 13 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11192"" class=""constant"">HGNC:11192</a>]",SOX13,Q9UN79,Protein coding
8010,ENSG00000143845,"ethanolamine kinase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25575"" class=""constant"">HGNC:25575</a>]",ETNK2,Q9NVF9,Protein coding
8011,ENSG00000174567,"golgi transport 1A [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24766"" class=""constant"">HGNC:24766</a>]",GOLT1A,Q6ZVE7,Protein coding
8012,ENSG00000143850,"pleckstrin homology domain containing A6 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17053"" class=""constant"">HGNC:17053</a>]",PLEKHA6,Q9Y2H5,Protein coding
8013,ENSG00000231691,novel transcript,,,LncRNA
8014,ENSG00000219133,"ribosomal protein L21 pseudogene 19 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35748"" class=""constant"">HGNC:35748</a>]",RPL21P19,,Processed pseudogene
8015,ENSG00000226330,"PPP1R15B and PIK3C2B antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55838"" class=""constant"">HGNC:55838</a>]",PPP1R15B-AS1,,LncRNA
8016,ENSG00000158615,"protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14951"" class=""constant"">HGNC:14951</a>]",PPP1R15B,Q5SWA1,Protein coding
8017,ENSG00000133056,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8972"" class=""constant"">HGNC:8972</a>]",PIK3C2B,O00750,Protein coding
8018,ENSG00000198625,"MDM4 regulator of p53 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6974"" class=""constant"">HGNC:6974</a>]",MDM4,O15151,Protein coding
8019,ENSG00000236779,PEF protein with a long N-terminal hydrophobic domain (peflin) (PEF) pseudogene,,,Processed pseudogene
8020,ENSG00000240710,novel transcript,,,LncRNA
8021,ENSG00000170382,"leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16914"" class=""constant"">HGNC:16914</a>]",LRRN2,O75325,Protein coding
8022,ENSG00000240219,novel transcript,,,LncRNA
8023,ENSG00000228153,novel transcript,,,LncRNA
8024,ENSG00000163531,"neurofascin [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29866"" class=""constant"">HGNC:29866</a>]",NFASC,O94856,Protein coding
8025,ENSG00000229657,"ribosomal protein L13a pseudogene 11 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:36566"" class=""constant"">HGNC:36566</a>]",RPL13AP11,,Processed pseudogene
8026,ENSG00000184144,"contactin 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2172"" class=""constant"">HGNC:2172</a>]",CNTN2,Q02246,Protein coding
8027,ENSG00000174529,"transmembrane protein 81 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32349"" class=""constant"">HGNC:32349</a>]",TMEM81,Q6P7N7,Protein coding
8028,ENSG00000117222,"RB binding protein 5, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9888"" class=""constant"">HGNC:9888</a>]",RBBP5,Q15291,Protein coding
8029,ENSG00000133059,"dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29043"" class=""constant"">HGNC:29043</a>]",DSTYK,Q6XUX3,Protein coding
8030,ENSG00000133069,"transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24239"" class=""constant"">HGNC:24239</a>]",TMCC2,O75069,Protein coding
8031,ENSG00000225063,"TMCC2 antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41042"" class=""constant"">HGNC:41042</a>]",TMCC2-AS1,,LncRNA
8032,ENSG00000163545,"NUAK family kinase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29558"" class=""constant"">HGNC:29558</a>]",NUAK2,Q9H093,Protein coding
8033,ENSG00000162873,"kelch domain containing 8A [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25573"" class=""constant"">HGNC:25573</a>]",KLHDC8A,Q8IYD2,Protein coding
8034,ENSG00000117266,"cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8751"" class=""constant"">HGNC:8751</a>]",CDK18,Q07002,Protein coding
8035,ENSG00000174514,"major facilitator superfamily domain containing 4A [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25433"" class=""constant"">HGNC:25433</a>]",MFSD4A,Q8N468,Protein coding
8036,ENSG00000158711,"ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3326"" class=""constant"">HGNC:3326</a>]",ELK4,P28324,Protein coding
8037,ENSG00000158715,"solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8642"" class=""constant"">HGNC:8642</a>]",SLC45A3,Q96JT2,Protein coding
8038,ENSG00000069275,"nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29923"" class=""constant"">HGNC:29923</a>]",NUCKS1,Q9H1E3,Protein coding
8039,ENSG00000201944,"Small nucleolar RNA SNORA72 [Source:RFAM;Acc:<a href=""http://rfam.xfam.org/family/RF00139"" class=""constant"">RF00139</a>]",SNORA72,,SnoRNA
8040,ENSG00000117280,"RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9789"" class=""constant"">HGNC:9789</a>]",RAB29,O14966,Protein coding
8041,ENSG00000133065,"solute carrier family 41 member 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19429"" class=""constant"">HGNC:19429</a>]",SLC41A1,Q8IVJ1,Protein coding
8042,ENSG00000162877,"peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26518"" class=""constant"">HGNC:26518</a>]",PM20D1,Q6GTS8,Protein coding
8043,ENSG00000174502,"solute carrier family 26 member 9 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14469"" class=""constant"">HGNC:14469</a>]",SLC26A9,Q7LBE3,Protein coding
8044,ENSG00000229874,,,,
8045,ENSG00000163486,,,,
8046,ENSG00000224900,,,,
8047,ENSG00000143466,,,,
8048,ENSG00000136653,,,,
8049,ENSG00000143486,"eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6583"" class=""constant"">HGNC:6583</a>]",EIF2D,P41214,Protein coding
8050,ENSG00000143479,"dual specificity tyrosine phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3094"" class=""constant"">HGNC:3094</a>]",DYRK3,O43781,Protein coding
8051,ENSG00000162889,"MAPK activated protein kinase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6887"" class=""constant"">HGNC:6887</a>]",MAPKAPK2,P49137,Protein coding
8052,ENSG00000224114,ribosomal protein S14 (RPS14) pseudogene,,,Processed pseudogene
8053,ENSG00000180667,"YOD1 deubiquitinase [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25035"" class=""constant"">HGNC:25035</a>]",YOD1,Q5VVQ6,Protein coding
8054,ENSG00000123836,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8873"" class=""constant"">HGNC:8873</a>]",PFKFB2,O60825,Protein coding
8055,ENSG00000123838,"complement component 4 binding protein alpha [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1325"" class=""constant"">HGNC:1325</a>]",C4BPA,P04003,Protein coding
8056,ENSG00000224462,"C4BPA pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1326"" class=""constant"">HGNC:1326</a>]",C4BPAP1,,Unprocessed pseudogene
8057,ENSG00000237074,"long intergenic non-protein coding RNA 2942 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55957"" class=""constant"">HGNC:55957</a>]",LINC02942,,LncRNA
8058,ENSG00000196352,"CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2665"" class=""constant"">HGNC:2665</a>]",CD55,P08174,Protein coding
8059,ENSG00000203710,"complement C3b/C4b receptor 1 (Knops blood group) [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2334"" class=""constant"">HGNC:2334</a>]",CR1,P17927,Protein coding
8060,ENSG00000117335,"CD46 molecule [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6953"" class=""constant"">HGNC:6953</a>]",CD46,P15529,Protein coding
8061,ENSG00000234219,"cell division cycle associated 4 pseudogene 4 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:49773"" class=""constant"">HGNC:49773</a>]",CDCA4P4,,Unprocessed pseudogene
8062,ENSG00000207966,,,,
8063,ENSG00000207790,,,,
8064,ENSG00000203709,"MIR29B2 and MIR29C host gene [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32018"" class=""constant"">HGNC:32018</a>]",MIR29B2CHG,,LncRNA
8065,ENSG00000174059,"CD34 molecule [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1662"" class=""constant"">HGNC:1662</a>]",CD34,P28906,Protein coding
8066,ENSG00000076356,"plexin A2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9100"" class=""constant"">HGNC:9100</a>]",PLXNA2,O75051,Protein coding
8067,ENSG00000008118,"calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14585"" class=""constant"">HGNC:14585</a>]",,,
8068,ENSG00000196878,"laminin subunit beta 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6490"" class=""constant"">HGNC:6490</a>]",LAMB3,Q13751,Protein coding
8069,ENSG00000123689,"G0/G1 switch 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30229"" class=""constant"">HGNC:30229</a>]",G0S2,P27469,Protein coding
8070,ENSG00000117594,"hydroxysteroid 11-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:5208"" class=""constant"">HGNC:5208</a>]",HSD11B1,P28845,Protein coding
8071,ENSG00000009790,"TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30766"" class=""constant"">HGNC:30766</a>]",TRAF3IP3,Q9Y228,Protein coding
8072,ENSG00000162757,"chromosome 1 open reading frame 74 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26319"" class=""constant"">HGNC:26319</a>]",C1orf74,Q96LT6,Protein coding
8073,ENSG00000117595,"interferon regulatory factor 6 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6121"" class=""constant"">HGNC:6121</a>]",IRF6,O14896,Protein coding
8074,ENSG00000117597,"UTP25 small subunit processome component [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28440"" class=""constant"">HGNC:28440</a>]",UTP25,Q68CQ4,Protein coding
8075,ENSG00000143469,"synaptotagmin 14 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23143"" class=""constant"">HGNC:23143</a>]",SYT14,Q8NB59,Protein coding
8076,ENSG00000203706,"SERTAD4 antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32019"" class=""constant"">HGNC:32019</a>]",SERTAD4-AS1,,LncRNA
8077,ENSG00000082497,"SERTA domain containing 4 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25236"" class=""constant"">HGNC:25236</a>]",SERTAD4,Q9NUC0,Protein coding
8078,ENSG00000054392,"hedgehog acyltransferase [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18270"" class=""constant"">HGNC:18270</a>]",HHAT,Q5VTY9,Protein coding
8079,ENSG00000143473,"potassium voltage-gated channel subfamily H member 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6250"" class=""constant"">HGNC:6250</a>]",KCNH1,O95259,Protein coding
8080,ENSG00000224668,"importin 8 pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41955"" class=""constant"">HGNC:41955</a>]",IPO8P1,,Processed pseudogene
8081,ENSG00000234233,"KCNH1 intronic transcript 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41351"" class=""constant"">HGNC:41351</a>]",KCNH1-IT1,,LncRNA
8082,ENSG00000117625,"REST corepressor 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25594"" class=""constant"">HGNC:25594</a>]",RCOR3,Q9P2K3,Protein coding
8083,ENSG00000082512,"TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12035"" class=""constant"">HGNC:12035</a>]",TRAF5,O00463,Protein coding
8084,ENSG00000153363,"long intergenic non-protein coding RNA 467 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28227"" class=""constant"">HGNC:28227</a>]",LINC00467,,LncRNA
8085,ENSG00000170385,"solute carrier family 30 member 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11012"" class=""constant"">HGNC:11012</a>]",SLC30A1,Q9Y6M5,Protein coding
8086,ENSG00000117650,"NIMA related kinase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7745"" class=""constant"">HGNC:7745</a>]",NEK2,P51955,Protein coding
8087,ENSG00000123684,"lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28985"" class=""constant"">HGNC:28985</a>]",LPGAT1,Q92604,Protein coding
8088,ENSG00000241395,"RNA, 7SL, cytoplasmic 344, pseudogene [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:46360"" class=""constant"">HGNC:46360</a>]",RN7SL344P,,Misc RNA
8089,ENSG00000212205,"Y RNA [Source:RFAM;Acc:<a href=""http://rfam.xfam.org/family/RF00019"" class=""constant"">RF00019</a>]",Y_RNA,,Misc RNA
8090,ENSG00000143493,"integrator complex subunit 7 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24484"" class=""constant"">HGNC:24484</a>]",INTS7,Q9NVH2,Protein coding
8091,ENSG00000143476,"denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30288"" class=""constant"">HGNC:30288</a>]",DTL,Q9NZJ0,Protein coding
8092,ENSG00000066027,"protein phosphatase 2 regulatory subunit B&#39;alpha [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9309"" class=""constant"">HGNC:9309</a>]",PPP2R5A,Q15172,Protein coding
8093,ENSG00000230063,"novel transcript, sense intronic to PPP2R5A",,,LncRNA
8094,ENSG00000225338,"ribosomal protein L23a pseudogene 18 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:36726"" class=""constant"">HGNC:36726</a>]",RPL23AP18,,Processed pseudogene
8095,ENSG00000229832,"novel transcript, sense intronic to PPP2R5A",,,LncRNA
8096,ENSG00000065600,"proton activated chloride channel 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25593"" class=""constant"">HGNC:25593</a>]",PACC1,Q9H813,Protein coding
8097,ENSG00000117691,"neudesin neurotrophic factor [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30384"" class=""constant"">HGNC:30384</a>]",NENF,Q9UMX5,Protein coding
8098,ENSG00000260805,novel transcript,,,LncRNA
8099,ENSG00000162772,"activating transcription factor 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:785"" class=""constant"">HGNC:785</a>]",ATF3,P18847,Protein coding
8100,ENSG00000123685,"basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28915"" class=""constant"">HGNC:28915</a>]",BATF3,Q9NR55,Protein coding
8101,ENSG00000117697,"NSL1 component of MIS12 kinetochore complex [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24548"" class=""constant"">HGNC:24548</a>]",NSL1,Q96IY1,Protein coding
8102,ENSG00000203705,"TatD DNase domain containing 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27010"" class=""constant"">HGNC:27010</a>]",TATDN3,Q17R31,Protein coding
8103,ENSG00000198468,"FLVCR1 divergent transcript [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39077"" class=""constant"">HGNC:39077</a>]",FLVCR1-DT,,LncRNA
8104,ENSG00000162769,"FLVCR heme transporter 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24682"" class=""constant"">HGNC:24682</a>]",FLVCR1,Q9Y5Y0,Protein coding
8105,ENSG00000143494,"vasohibin 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25723"" class=""constant"">HGNC:25723</a>]",VASH2,Q86V25,Protein coding
8106,ENSG00000174606,"angel homolog 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30534"" class=""constant"">HGNC:30534</a>]",ANGEL2,Q5VTE6,Protein coding
8107,ENSG00000136643,"ribosomal protein S6 kinase C1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10439"" class=""constant"">HGNC:10439</a>]",RPS6KC1,Q96S38,Protein coding
8108,ENSG00000230461,"PROX1 antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43656"" class=""constant"">HGNC:43656</a>]",PROX1-AS1,,LncRNA
